"id","year","conflict_new_id","type_of_violence","side_a","side_b","latitude","longitude","country","country_id","dyad_name","deaths_a","deaths_b","deaths_civilians"
171902,2011,333,1,"Government of Afghanistan","Taleban",32.416667,68.75,"Afghanistan",700,"Government of Afghanistan - Taleban",0,2,0
162938,2014,333,1,"Government of Afghanistan","Taleban",36.6515,68.9794,"Afghanistan",700,"Government of Afghanistan - Taleban",0,0,0
165726,2009,333,1,"Government of Afghanistan","Taleban",34.25,68.0,"Afghanistan",700,"Government of Afghanistan - Taleban",0,2,0
164712,2009,333,1,"Government of Afghanistan","Taleban",33.33333,67.75,"Afghanistan",700,"Government of Afghanistan - Taleban",0,0,0
165460,2009,333,1,"Government of Afghanistan","Taleban",31.0,64.0,"Afghanistan",700,"Government of Afghanistan - Taleban",2,0,0
165042,2009,333,1,"Government of Afghanistan","Taleban",34.5,69.416667,"Afghanistan",700,"Government of Afghanistan - Taleban",1,0,0
165109,2009,333,1,"Government of Afghanistan","Taleban",37.105713,68.851658,"Afghanistan",700,"Government of Afghanistan - Taleban",0,1,0
165143,2009,333,1,"Government of Afghanistan","Taleban",31.640454,65.397591,"Afghanistan",700,"Government of Afghanistan - Taleban",0,5,0
165152,2009,514,3,"Taleban","Civilians",33.543516,69.9118,"Afghanistan",700,"Taleban - Civilians",0,0,2
165163,2009,333,1,"Government of Afghanistan","Taleban",34.447084,63.961771,"Afghanistan",700,"Government of Afghanistan - Taleban",1,9,0
165358,2009,333,1,"Government of Afghanistan","Taleban",31.611795,65.705795,"Afghanistan",700,"Government of Afghanistan - Taleban",3,0,0
165526,2009,333,1,"Government of Afghanistan","Taleban",32.794302,65.941662,"Afghanistan",700,"Government of Afghanistan - Taleban",1,0,0
165567,2009,333,1,"Government of Afghanistan","Taleban",36.83333,65.83333,"Afghanistan",700,"Government of Afghanistan - Taleban",0,0,1
165754,2009,514,3,"Taleban","Civilians",34.998476,71.081975,"Afghanistan",700,"Taleban - Civilians",0,0,1
166057,2009,333,1,"Government of Afghanistan","Taleban",34.548073,68.936374,"Afghanistan",700,"Government of Afghanistan - Taleban",5,0,0
166167,2010,333,1,"Government of Afghanistan","Taleban",33.0,65.0,"Afghanistan",700,"Government of Afghanistan - Taleban",3,0,0
166248,2010,333,1,"Government of Afghanistan","Taleban",34.0,69.25,"Afghanistan",700,"Government of Afghanistan - Taleban",2,0,0
166269,2010,333,1,"Government of Afghanistan","Taleban",36.818665,68.685173,"Afghanistan",700,"Government of Afghanistan - Taleban",0,5,0
166474,2010,333,1,"Government of Afghanistan","Taleban",32.072639,64.830841,"Afghanistan",700,"Government of Afghanistan - Taleban",1,0,0
166548,2010,333,1,"Government of Afghanistan","Taleban",31.625941,63.861445,"Afghanistan",700,"Government of Afghanistan - Taleban",0,2,0
166775,2010,333,1,"Government of Afghanistan","Taleban",36.324882,68.6234,"Afghanistan",700,"Government of Afghanistan - Taleban",2,7,0
166792,2010,333,1,"Government of Afghanistan","Taleban",32.005213,65.500902,"Afghanistan",700,"Government of Afghanistan - Taleban",1,0,0
166807,2010,514,3,"Taleban","Civilians",32.25,67.25,"Afghanistan",700,"Taleban - Civilians",0,0,0
166987,2010,333,1,"Government of Afghanistan","Taleban",31.611795,65.705795,"Afghanistan",700,"Government of Afghanistan - Taleban",1,0,1
167190,2010,333,1,"Government of Afghanistan","Taleban",33.305843,68.446963,"Afghanistan",700,"Government of Afghanistan - Taleban",0,8,0
167474,2010,333,1,"Government of Afghanistan","Taleban",31.0,65.75,"Afghanistan",700,"Government of Afghanistan - Taleban",1,0,0
167550,2010,514,3,"Taleban","Civilians",34.817973,63.586809,"Afghanistan",700,"Taleban - Civilians",0,0,1
167622,2010,333,1,"Government of Afghanistan","Taleban",34.0,69.25,"Afghanistan",700,"Government of Afghanistan - Taleban",0,12,0
167991,2010,333,1,"Government of Afghanistan","Taleban",31.640454,65.397591,"Afghanistan",700,"Government of Afghanistan - Taleban",0,6,0
168023,2010,333,1,"Government of Afghanistan","Taleban",32.10368,66.905121,"Afghanistan",700,"Government of Afghanistan - Taleban",0,0,4
168243,2010,333,1,"Government of Afghanistan","Taleban",36.055429,64.978235,"Afghanistan",700,"Government of Afghanistan - Taleban",0,1,0
168271,2010,333,1,"Government of Afghanistan","Taleban",37.18502,69.00425,"Afghanistan",700,"Government of Afghanistan - Taleban",4,0,0
168308,2010,333,1,"Government of Afghanistan","Taleban",34.998476,71.081975,"Afghanistan",700,"Government of Afghanistan - Taleban",0,2,0
168329,2010,333,1,"Government of Afghanistan","Taleban",31.0,64.0,"Afghanistan",700,"Government of Afghanistan - Taleban",1,0,0
168375,2010,333,1,"Government of Afghanistan","Taleban",35.072275,71.373837,"Afghanistan",700,"Government of Afghanistan - Taleban",0,6,0
169242,2011,333,1,"Government of Afghanistan","Taleban",31.0,64.0,"Afghanistan",700,"Government of Afghanistan - Taleban",1,0,0
169536,2011,333,1,"Government of Afghanistan","Taleban",32.4381,64.4769,"Afghanistan",700,"Government of Afghanistan - Taleban",0,0,1
169875,2011,333,1,"Government of Afghanistan","Taleban",34.499112,69.886222,"Afghanistan",700,"Government of Afghanistan - Taleban",0,9,0
170022,2011,333,1,"Government of Afghanistan","Taleban",35.789167,68.81,"Afghanistan",700,"Government of Afghanistan - Taleban",0,3,0
170067,2011,333,1,"Government of Afghanistan","Taleban",31.0,64.0,"Afghanistan",700,"Government of Afghanistan - Taleban",1,0,0
170574,2011,333,1,"Government of Afghanistan","Taleban",33.016315,65.04411,"Afghanistan",700,"Government of Afghanistan - Taleban",0,2,0
170622,2011,333,1,"Government of Afghanistan","Taleban",31.519681,66.552678,"Afghanistan",700,"Government of Afghanistan - Taleban",0,1,0
170787,2011,333,1,"Government of Afghanistan","Taleban",34.0,69.25,"Afghanistan",700,"Government of Afghanistan - Taleban",0,2,0
170843,2011,333,1,"Government of Afghanistan","Taleban",33.666667,69.33333,"Afghanistan",700,"Government of Afghanistan - Taleban",0,2,0
170865,2011,333,1,"Government of Afghanistan","Taleban",34.325691,68.762323,"Afghanistan",700,"Government of Afghanistan - Taleban",0,7,0
170902,2011,333,1,"Government of Afghanistan","Taleban",36.76513,66.585244,"Afghanistan",700,"Government of Afghanistan - Taleban",0,1,0
170924,2011,333,1,"Government of Afghanistan","Taleban",34.25,68.0,"Afghanistan",700,"Government of Afghanistan - Taleban",0,1,0
170935,2011,333,1,"Government of Afghanistan","Taleban",34.038332,62.044272,"Afghanistan",700,"Government of Afghanistan - Taleban",0,2,0
171021,2011,333,1,"Government of Afghanistan","Taleban",34.5,69.416667,"Afghanistan",700,"Government of Afghanistan - Taleban",0,5,0
171120,2011,514,3,"Taleban","Civilians",34.0,69.25,"Afghanistan",700,"Taleban - Civilians",0,0,0
171130,2011,333,1,"Government of Afghanistan","Taleban",36.25,64.83333,"Afghanistan",700,"Government of Afghanistan - Taleban",2,0,0
171458,2011,333,1,"Government of Afghanistan","Taleban",32.83333,66.0,"Afghanistan",700,"Government of Afghanistan - Taleban",0,0,1
171468,2011,333,1,"Government of Afghanistan","Taleban",35.91732,64.78476,"Afghanistan",700,"Government of Afghanistan - Taleban",0,1,1
171485,2011,333,1,"Government of Afghanistan","Taleban",32.39506,64.956081,"Afghanistan",700,"Government of Afghanistan - Taleban",0,3,0
171693,2011,333,1,"Government of Afghanistan","Taleban",33.967,68.8548,"Afghanistan",700,"Government of Afghanistan - Taleban",0,3,0
171761,2011,333,1,"Government of Afghanistan","Taleban",33.0,65.0,"Afghanistan",700,"Government of Afghanistan - Taleban",4,0,0
171861,2011,333,1,"Government of Afghanistan","Taleban",35.0,69.58333,"Afghanistan",700,"Government of Afghanistan - Taleban",0,2,0
175067,2012,514,3,"Taleban","Civilians",34.95,71.133333,"Afghanistan",700,"Taleban - Civilians",0,0,3
171958,2011,333,1,"Government of Afghanistan","Taleban",33.0,65.0,"Afghanistan",700,"Government of Afghanistan - Taleban",3,0,0
171981,2011,333,1,"Government of Afghanistan","Taleban",31.0,64.0,"Afghanistan",700,"Government of Afghanistan - Taleban",0,0,0
172588,2012,333,1,"Government of Afghanistan","Taleban",32.83333,66.0,"Afghanistan",700,"Government of Afghanistan - Taleban",0,0,13
172631,2012,333,1,"Government of Afghanistan","Taleban",31.0,64.0,"Afghanistan",700,"Government of Afghanistan - Taleban",0,0,0
172671,2012,333,1,"Government of Afghanistan","Taleban",31.0,64.0,"Afghanistan",700,"Government of Afghanistan - Taleban",0,2,0
172939,2012,333,1,"Government of Afghanistan","Taleban",34.0,69.25,"Afghanistan",700,"Government of Afghanistan - Taleban",0,1,0
173039,2012,333,1,"Government of Afghanistan","Taleban",35.0,69.58333,"Afghanistan",700,"Government of Afghanistan - Taleban",0,1,0
173110,2012,333,1,"Government of Afghanistan","Taleban",33.383334,69.883334,"Afghanistan",700,"Government of Afghanistan - Taleban",0,7,0
173134,2012,333,1,"Government of Afghanistan","Taleban",34.5,69.416667,"Afghanistan",700,"Government of Afghanistan - Taleban",0,3,0
173213,2012,333,1,"Government of Afghanistan","Taleban",31.724611,61.320915,"Afghanistan",700,"Government of Afghanistan - Taleban",0,2,0
173262,2012,333,1,"Government of Afghanistan","Taleban",32.630096,62.480503,"Afghanistan",700,"Government of Afghanistan - Taleban",0,7,0
173345,2012,333,1,"Government of Afghanistan","Taleban",31.6909,64.6499,"Afghanistan",700,"Government of Afghanistan - Taleban",0,5,0
173452,2012,333,1,"Government of Afghanistan","Taleban",34.0,69.25,"Afghanistan",700,"Government of Afghanistan - Taleban",0,7,0
173631,2012,333,1,"Government of Afghanistan","Taleban",31.447533,67.253177,"Afghanistan",700,"Government of Afghanistan - Taleban",0,0,1
173725,2012,333,1,"Government of Afghanistan","Taleban",34.998476,71.081975,"Afghanistan",700,"Government of Afghanistan - Taleban",0,1,0
174006,2012,333,1,"Government of Afghanistan","Taleban",31.0,65.75,"Afghanistan",700,"Government of Afghanistan - Taleban",0,2,0
174099,2012,333,1,"Government of Afghanistan","Taleban",31.0,65.75,"Afghanistan",700,"Government of Afghanistan - Taleban",1,0,0
174228,2012,333,1,"Government of Afghanistan","Taleban",34.393849,70.274439,"Afghanistan",700,"Government of Afghanistan - Taleban",0,1,0
174249,2012,333,1,"Government of Afghanistan","Taleban",31.0,65.75,"Afghanistan",700,"Government of Afghanistan - Taleban",0,2,0
174801,2012,333,1,"Government of Afghanistan","Taleban",34.5,62.0,"Afghanistan",700,"Government of Afghanistan - Taleban",0,3,0
175068,2012,333,1,"Government of Afghanistan","Taleban",35.833333,66.166667,"Afghanistan",700,"Government of Afghanistan - Taleban",0,5,0
175085,2012,333,1,"Government of Afghanistan","Taleban",34.5,69.416667,"Afghanistan",700,"Government of Afghanistan - Taleban",0,2,0
175265,2012,333,1,"Government of Afghanistan","Taleban",33.383334,69.883334,"Afghanistan",700,"Government of Afghanistan - Taleban",0,3,0
175534,2012,333,1,"Government of Afghanistan","Taleban",35.734207,63.785556,"Afghanistan",700,"Government of Afghanistan - Taleban",5,0,0
175867,2012,333,1,"Government of Afghanistan","Taleban",37.123821,68.987602,"Afghanistan",700,"Government of Afghanistan - Taleban",0,2,0
187641,2010,418,1,"Government of United States of America","al-Qaida",33.666667,69.33333,"Afghanistan",700,"Government of United States of America - al-Qaida",0,2,0
187652,2001,418,1,"Government of United States of America","al-Qaida",34.14272,71.0367,"Afghanistan",700,"Government of United States of America - al-Qaida",0,0,0
187738,2002,418,1,"Government of United States of America","al-Qaida",33.335091,69.918411,"Afghanistan",700,"Government of United States of America - al-Qaida",0,0,0
193599,2015,333,1,"Government of Afghanistan","Taleban",34.087763,70.280585,"Afghanistan",700,"Government of Afghanistan - Taleban",0,5,0
193681,2015,333,1,"Government of Afghanistan","Taleban",36.055429,64.978235,"Afghanistan",700,"Government of Afghanistan - Taleban",0,0,1
194239,2015,333,1,"Government of Afghanistan","Taleban",33.0,65.0,"Afghanistan",700,"Government of Afghanistan - Taleban",0,35,0
194350,2015,333,1,"Government of Afghanistan","Taleban",34.3322,70.1723,"Afghanistan",700,"Government of Afghanistan - Taleban",0,0,1
194767,2015,333,1,"Government of Afghanistan","Taleban",31.984,63.266,"Afghanistan",700,"Government of Afghanistan - Taleban",1,0,0
196230,2015,333,1,"Government of Afghanistan","Taleban",35.631879,65.279936,"Afghanistan",700,"Government of Afghanistan - Taleban",2,1,0
196244,2015,13637,1,"Government of Afghanistan","IS",36.265488,68.016388,"Afghanistan",700,"Government of Afghanistan - IS",0,1,0
196312,2015,333,1,"Government of Afghanistan","Taleban",35.0,69.58333,"Afghanistan",700,"Government of Afghanistan - Taleban",1,3,0
196354,2015,333,1,"Government of Afghanistan","Taleban",33.383675,70.190835,"Afghanistan",700,"Government of Afghanistan - Taleban",0,0,0
196723,2015,333,1,"Government of Afghanistan","Taleban",32.373795,62.1157,"Afghanistan",700,"Government of Afghanistan - Taleban",1,0,0
196967,2015,333,1,"Government of Afghanistan","Taleban",32.642115,63.596959,"Afghanistan",700,"Government of Afghanistan - Taleban",0,14,0
197084,2015,333,1,"Government of Afghanistan","Taleban",34.985958,63.129742,"Afghanistan",700,"Government of Afghanistan - Taleban",0,0,0
197104,2015,333,1,"Government of Afghanistan","Taleban",35.126847,65.10098,"Afghanistan",700,"Government of Afghanistan - Taleban",0,20,0
197645,2015,333,1,"Government of Afghanistan","Taleban",32.378207,66.335951,"Afghanistan",700,"Government of Afghanistan - Taleban",1,4,0
197849,2015,333,1,"Government of Afghanistan","Taleban",36.324882,68.6234,"Afghanistan",700,"Government of Afghanistan - Taleban",0,8,0
197888,2015,333,1,"Government of Afghanistan","Taleban",32.120374,64.994325,"Afghanistan",700,"Government of Afghanistan - Taleban",0,12,0
198208,2015,333,1,"Government of Afghanistan","Taleban",37.018129,69.405498,"Afghanistan",700,"Government of Afghanistan - Taleban",3,7,0
198504,2015,333,1,"Government of Afghanistan","Taleban",32.465816,64.737566,"Afghanistan",700,"Government of Afghanistan - Taleban",0,0,1
198769,2015,333,1,"Government of Afghanistan","Taleban",34.059994,70.453995,"Afghanistan",700,"Government of Afghanistan - Taleban",0,28,0
198784,2015,514,3,"Taleban","Civilians",35.856609,64.507027,"Afghanistan",700,"Taleban - Civilians",0,0,0
212694,2015,333,1,"Government of Afghanistan","Taleban",34.5,62.0,"Afghanistan",700,"Government of Afghanistan - Taleban",0,5,0
201718,2015,333,1,"Government of Afghanistan","Taleban",31.961893,63.132504,"Afghanistan",700,"Government of Afghanistan - Taleban",6,0,0
203033,2015,13637,1,"Government of Afghanistan","IS",34.155777,70.598827,"Afghanistan",700,"Government of Afghanistan - IS",0,5,0
203044,2015,333,1,"Government of Afghanistan","Taleban",34.001077,69.276851,"Afghanistan",700,"Government of Afghanistan - Taleban",0,5,0
203251,2015,13637,1,"Government of Afghanistan","IS",34.056919,70.661263,"Afghanistan",700,"Government of Afghanistan - IS",0,30,0
203336,2015,13637,1,"Government of Afghanistan","IS",34.056919,70.661263,"Afghanistan",700,"Government of Afghanistan - IS",0,15,0
203435,2015,333,1,"Government of Afghanistan","Taleban",32.0871,64.8538,"Afghanistan",700,"Government of Afghanistan - Taleban",0,45,0
204949,2015,13637,1,"Government of Afghanistan","IS",34.053832,70.827616,"Afghanistan",700,"Government of Afghanistan - IS",0,3,0
205090,2015,13637,1,"Government of Afghanistan","IS",32.120374,64.994325,"Afghanistan",700,"Government of Afghanistan - IS",0,10,0
205335,2015,13637,1,"Government of Afghanistan","IS",34.0855,70.6612,"Afghanistan",700,"Government of Afghanistan - IS",0,5,0
205359,2015,333,1,"Government of Afghanistan","Taleban",32.416667,68.75,"Afghanistan",700,"Government of Afghanistan - Taleban",0,2,0
212748,2015,333,1,"Government of Afghanistan","Taleban",31.0,65.75,"Afghanistan",700,"Government of Afghanistan - Taleban",0,3,0
212740,2015,333,1,"Government of Afghanistan","Taleban",32.88363,68.06357,"Afghanistan",700,"Government of Afghanistan - Taleban",0,2,0
70096,1991,333,1,"Government of Afghanistan","Hizb-i Wahdat",33.0,65.0,"Afghanistan",700,"Government of Afghanistan - Hizb-i Wahdat",0,0,0
79195,2013,333,1,"Government of Afghanistan","Taleban",36.193552,65.352724,"Afghanistan",700,"Government of Afghanistan - Taleban",0,2,0
79936,2013,333,1,"Government of Afghanistan","Taleban",36.237373,68.544609,"Afghanistan",700,"Government of Afghanistan - Taleban",0,5,0
81632,2013,333,1,"Government of Afghanistan","Taleban",34.13106,71.082206,"Afghanistan",700,"Government of Afghanistan - Taleban",1,3,0
127139,2007,333,1,"Government of Afghanistan","Taleban",32.584696,65.465693,"Afghanistan",700,"Government of Afghanistan - Taleban",2,20,0
127469,2006,333,1,"Government of Afghanistan","Taleban",34.5,62.0,"Afghanistan",700,"Government of Afghanistan - Taleban",2,0,0
133551,2008,333,1,"Government of Afghanistan","Taleban",33.081097,68.692993,"Afghanistan",700,"Government of Afghanistan - Taleban",0,0,5
134015,1989,333,1,"Government of Afghanistan","Jam'iyyat-i Islami-yi Afghanistan",34.531094,69.162796,"Afghanistan",700,"Government of Afghanistan - Jam'iyyat-i Islami-yi Afghanistan",0,0,4
135500,2005,514,3,"Taleban","Civilians",33.383334,69.883334,"Afghanistan",700,"Taleban - Civilians",0,0,7
145714,1992,333,1,"Government of Afghanistan","Hizb-i Wahdat",34.531094,69.162796,"Afghanistan",700,"Government of Afghanistan - Hizb-i Wahdat",0,0,3
147460,2003,333,1,"Government of Afghanistan","Taleban",31.00568,66.4002,"Afghanistan",700,"Government of Afghanistan - Taleban",3,20,0
147690,2003,333,1,"Government of Afghanistan","Taleban",32.5302,69.2634,"Afghanistan",700,"Government of Afghanistan - Taleban",0,0,0
149395,2001,484,3,"Government of Afghanistan","Civilians",34.7424,67.5709,"Afghanistan",700,"Government of Afghanistan - Civilians",0,0,4
150940,2014,333,1,"Government of Afghanistan","Taleban",33.846326,63.285302,"Afghanistan",700,"Government of Afghanistan - Taleban",5,0,0
151643,2014,333,1,"Government of Afghanistan","Taleban",34.95,71.133333,"Afghanistan",700,"Government of Afghanistan - Taleban",0,2,1
152327,2014,333,1,"Government of Afghanistan","Taleban",35.000833,71.437913,"Afghanistan",700,"Government of Afghanistan - Taleban",0,1,0
147636,2003,333,1,"Government of Afghanistan","Taleban",31.54555,65.31128,"Afghanistan",700,"Government of Afghanistan - Taleban",0,0,0
150175,2014,333,1,"Government of Afghanistan","Taleban",33.402487,66.264329,"Afghanistan",700,"Government of Afghanistan - Taleban",0,0,0
150177,2014,333,1,"Government of Afghanistan","Taleban",35.011795,71.102692,"Afghanistan",700,"Government of Afghanistan - Taleban",0,0,0
150475,2014,333,1,"Government of Afghanistan","Taleban",31.0,64.0,"Afghanistan",700,"Government of Afghanistan - Taleban",1,0,0
151477,2014,333,1,"Government of Afghanistan","Taleban",33.244188,62.359647,"Afghanistan",700,"Government of Afghanistan - Taleban",0,0,0
154464,2014,333,1,"Government of Afghanistan","Taleban",35.0086,68.9036,"Afghanistan",700,"Government of Afghanistan - Taleban",0,3,0
170063,2011,333,1,"Government of Afghanistan","Taleban",33.33333,67.75,"Afghanistan",700,"Government of Afghanistan - Taleban",0,8,0
175790,2012,333,1,"Government of Afghanistan","Taleban",34.783333,70.183333,"Afghanistan",700,"Government of Afghanistan - Taleban",2,0,0
170558,2011,333,1,"Government of Afghanistan","Taleban",34.332218,71.020891,"Afghanistan",700,"Government of Afghanistan - Taleban",0,0,0
175816,2012,333,1,"Government of Afghanistan","Taleban",34.788891,71.160194,"Afghanistan",700,"Government of Afghanistan - Taleban",0,0,0
187698,2001,418,1,"Government of United States of America","al-Qaida",33.280453,69.596843,"Afghanistan",700,"Government of United States of America - al-Qaida",0,0,0
196454,2015,333,1,"Government of Afghanistan","Taleban",32.495924,67.394208,"Afghanistan",700,"Government of Afghanistan - Taleban",0,14,0
207662,2015,333,1,"Government of Afghanistan","Taleban",34.825481,70.084213,"Afghanistan",700,"Government of Afghanistan - Taleban",0,2,0
146415,1995,333,1,"Government of Afghanistan","Taleban",34.531094,69.162796,"Afghanistan",700,"Government of Afghanistan - Taleban",0,0,2
147564,2003,333,1,"Government of Afghanistan","Taleban",31.928521,67.108074,"Afghanistan",700,"Government of Afghanistan - Taleban",0,0,0
168763,2009,333,1,"Government of Afghanistan","Taleban",32.5,62.5,"Afghanistan",700,"Government of Afghanistan - Taleban",1,1,0
169435,2011,333,1,"Government of Afghanistan","Taleban",34.6744,70.8853,"Afghanistan",700,"Government of Afghanistan - Taleban",0,0,2
170045,2011,514,3,"Taleban","Civilians",34.0,69.25,"Afghanistan",700,"Taleban - Civilians",0,0,1
195166,2015,333,1,"Government of Afghanistan","Taleban",31.0,64.0,"Afghanistan",700,"Government of Afghanistan - Taleban",0,5,0
197977,2015,333,1,"Government of Afghanistan","Taleban",35.75,69.0,"Afghanistan",700,"Government of Afghanistan - Taleban",8,0,9
211579,2015,333,1,"Government of Afghanistan","Taleban",36.915695,66.135391,"Afghanistan",700,"Government of Afghanistan - Taleban",0,1,0
211783,2015,333,1,"Government of Afghanistan","Taleban",34.890469,71.181412,"Afghanistan",700,"Government of Afghanistan - Taleban",0,5,0
211785,2015,333,1,"Government of Afghanistan","Taleban",37.071301,69.298683,"Afghanistan",700,"Government of Afghanistan - Taleban",1,5,0
211786,2015,514,3,"Taleban","Civilians",36.7072,68.8048,"Afghanistan",700,"Taleban - Civilians",0,0,0
212575,2015,333,1,"Government of Afghanistan","Taleban",36.83333,65.83333,"Afghanistan",700,"Government of Afghanistan - Taleban",0,2,0
211881,2015,333,1,"Government of Afghanistan","Taleban",34.728,70.2877,"Afghanistan",700,"Government of Afghanistan - Taleban",1,1,0
212318,2015,333,1,"Government of Afghanistan","Taleban",32.183289,68.254898,"Afghanistan",700,"Government of Afghanistan - Taleban",0,6,0
212362,2015,333,1,"Government of Afghanistan","Taleban",31.918721,67.151789,"Afghanistan",700,"Government of Afghanistan - Taleban",0,13,0
212358,2015,333,1,"Government of Afghanistan","Taleban",32.265896,67.139893,"Afghanistan",700,"Government of Afghanistan - Taleban",0,1,0
212371,2015,333,1,"Government of Afghanistan","Taleban",33.33333,67.75,"Afghanistan",700,"Government of Afghanistan - Taleban",0,1,0
212372,2015,333,1,"Government of Afghanistan","Taleban",32.25,67.25,"Afghanistan",700,"Government of Afghanistan - Taleban",0,1,0
212576,2015,333,1,"Government of Afghanistan","Taleban",36.25,64.83333,"Afghanistan",700,"Government of Afghanistan - Taleban",0,2,0
212373,2015,333,1,"Government of Afghanistan","Taleban",31.0,65.75,"Afghanistan",700,"Government of Afghanistan - Taleban",0,1,0
212388,2015,333,1,"Government of Afghanistan","Taleban",36.75,67.0,"Afghanistan",700,"Government of Afghanistan - Taleban",0,4,0
212374,2015,333,1,"Government of Afghanistan","Taleban",36.75,67.0,"Afghanistan",700,"Government of Afghanistan - Taleban",0,1,0
212375,2015,333,1,"Government of Afghanistan","Taleban",36.25,64.83333,"Afghanistan",700,"Government of Afghanistan - Taleban",0,1,0
212376,2015,333,1,"Government of Afghanistan","Taleban",36.75,68.75,"Afghanistan",700,"Government of Afghanistan - Taleban",0,1,0
212377,2015,333,1,"Government of Afghanistan","Taleban",36.66667,69.75,"Afghanistan",700,"Government of Afghanistan - Taleban",0,1,0
212378,2015,333,1,"Government of Afghanistan","Taleban",36.0,67.666667,"Afghanistan",700,"Government of Afghanistan - Taleban",0,1,0
212379,2015,333,1,"Government of Afghanistan","Taleban",34.33333,70.41667,"Afghanistan",700,"Government of Afghanistan - Taleban",0,1,0
212380,2015,333,1,"Government of Afghanistan","Taleban",31.0,64.0,"Afghanistan",700,"Government of Afghanistan - Taleban",0,1,0
212383,2015,333,1,"Government of Afghanistan","Taleban",33.383334,69.883334,"Afghanistan",700,"Government of Afghanistan - Taleban",0,4,0
212384,2015,333,1,"Government of Afghanistan","Taleban",36.75,72.0,"Afghanistan",700,"Government of Afghanistan - Taleban",0,3,0
212385,2015,333,1,"Government of Afghanistan","Taleban",35.75,69.0,"Afghanistan",700,"Government of Afghanistan - Taleban",0,3,0
212386,2015,333,1,"Government of Afghanistan","Taleban",35.0,68.91667,"Afghanistan",700,"Government of Afghanistan - Taleban",0,3,0
212387,2015,333,1,"Government of Afghanistan","Taleban",32.416667,68.75,"Afghanistan",700,"Government of Afghanistan - Taleban",0,3,0
212391,2015,333,1,"Government of Afghanistan","Taleban",31.0,65.75,"Afghanistan",700,"Government of Afghanistan - Taleban",2,2,0
212392,2015,333,1,"Government of Afghanistan","Taleban",31.0,64.0,"Afghanistan",700,"Government of Afghanistan - Taleban",1,3,0
212393,2015,333,1,"Government of Afghanistan","Taleban",32.416667,68.75,"Afghanistan",700,"Government of Afghanistan - Taleban",1,2,0
212394,2015,333,1,"Government of Afghanistan","Taleban",31.0,62.5,"Afghanistan",700,"Government of Afghanistan - Taleban",1,2,0
212517,2015,333,1,"Government of Afghanistan","Taleban",34.0,69.25,"Afghanistan",700,"Government of Afghanistan - Taleban",1,1,0
212518,2015,333,1,"Government of Afghanistan","Taleban",34.25,68.0,"Afghanistan",700,"Government of Afghanistan - Taleban",0,1,0
212519,2015,333,1,"Government of Afghanistan","Taleban",31.0,65.75,"Afghanistan",700,"Government of Afghanistan - Taleban",0,1,0
212520,2015,333,1,"Government of Afghanistan","Taleban",35.833333,66.166667,"Afghanistan",700,"Government of Afghanistan - Taleban",0,1,0
212521,2015,333,1,"Government of Afghanistan","Taleban",36.75,68.75,"Afghanistan",700,"Government of Afghanistan - Taleban",0,1,0
212522,2015,333,1,"Government of Afghanistan","Taleban",34.33333,70.41667,"Afghanistan",700,"Government of Afghanistan - Taleban",0,1,0
212523,2015,333,1,"Government of Afghanistan","Taleban",31.0,64.0,"Afghanistan",700,"Government of Afghanistan - Taleban",0,1,0
212525,2015,333,1,"Government of Afghanistan","Taleban",36.25,64.83333,"Afghanistan",700,"Government of Afghanistan - Taleban",0,4,0
212569,2015,333,1,"Government of Afghanistan","Taleban",35.75,69.0,"Afghanistan",700,"Government of Afghanistan - Taleban",0,3,0
212771,2015,333,1,"Government of Afghanistan","Taleban",35.833333,66.166667,"Afghanistan",700,"Government of Afghanistan - Taleban",0,1,0
212772,2015,333,1,"Government of Afghanistan","Taleban",36.25,64.83333,"Afghanistan",700,"Government of Afghanistan - Taleban",0,1,0
212773,2015,333,1,"Government of Afghanistan","Taleban",36.75,68.75,"Afghanistan",700,"Government of Afghanistan - Taleban",0,1,0
212774,2015,333,1,"Government of Afghanistan","Taleban",36.66667,69.75,"Afghanistan",700,"Government of Afghanistan - Taleban",0,1,0
212775,2015,333,1,"Government of Afghanistan","Taleban",34.783333,70.183333,"Afghanistan",700,"Government of Afghanistan - Taleban",0,1,0
212776,2015,333,1,"Government of Afghanistan","Taleban",31.0,64.0,"Afghanistan",700,"Government of Afghanistan - Taleban",0,1,0
212777,2015,333,1,"Government of Afghanistan","Taleban",32.416667,68.75,"Afghanistan",700,"Government of Afghanistan - Taleban",0,7,0
212778,2015,333,1,"Government of Afghanistan","Taleban",33.33333,67.75,"Afghanistan",700,"Government of Afghanistan - Taleban",0,7,0
212784,2015,333,1,"Government of Afghanistan","Taleban",33.666667,69.33333,"Afghanistan",700,"Government of Afghanistan - Taleban",0,3,0
212794,2015,333,1,"Government of Afghanistan","Taleban",34.5,62.0,"Afghanistan",700,"Government of Afghanistan - Taleban",0,3,0
212795,2015,333,1,"Government of Afghanistan","Taleban",33.33333,67.75,"Afghanistan",700,"Government of Afghanistan - Taleban",0,3,0
212796,2015,333,1,"Government of Afghanistan","Taleban",31.0,65.75,"Afghanistan",700,"Government of Afghanistan - Taleban",0,3,0
212797,2015,333,1,"Government of Afghanistan","Taleban",35.833333,66.166667,"Afghanistan",700,"Government of Afghanistan - Taleban",0,3,0
